label,authors_1,authors_2,title_1,title_2,venue_1,venue_2,year_1,year_2
1,umeshwar dayal,umeshwar dayal,"industrial panel on data warehousing technologies : experiences , challenges , and directions","industrial panel on data warehousing technologies : experiences , challenges , and directions",vldb,very large data bases,1999,1999
0,"bruce g. lindsay , hamid pirahesh , berthold reinwald , michael j. carey , rimon barr , jayavel shanmugasundaram , eugene j. shekita","mary fern &#225; ndez , yana kadiyska , dan suciu , atsuyuki morishima , wang-chiew tan",efficiently publishing relational data as xml documents,silkroute : a framework for publishing relational data in xml,vldb j.,acm transactions on database systems ( tods ),2001,2002
1,h. v. jagadish,h. v. jagadish,databases for networks,databases for networks,sigmod conference,international conference on management of data,1994,1994
0,"johannes klein , richard pledereder , gray clossman , brian becker , phil shaw , mark hapner","michael j. carey , nelson m. mattos , anil k. nori",java and relational databases : sqlj ( tutorial ),"object-relational database systems ( tutorial ) : principles , products and challenges",sigmod conference,international conference on management of data,1998,1997
0,"gerti kappel , werner retschitzegger","martin s. olivier , sebastiaan h. von solms",the trigs active object-oriented database system - an overview,a taxonomy for secure object-oriented databases,sigmod record,acm transactions on database systems ( tods ),1998,1994
1,"chen qun , andrew lim , kian win ong","qun chen , andrew lim , kian win ong",d ( k ) - index : an adaptive structural summary for graph-structured data,d ( k ) - index : an adaptive structural summary for graph-structured data,sigmod conference,international conference on management of data,2003,2003
0,"jeffrey f. naughton , janet l. wiener","seth j. white , david j. dewitt",bulk loading into an oodb : a performance study,implementing crash recovery in quickstore : a performance study,vldb,international conference on management of data,1994,1995
1,jef wijsen,jef wijsen,temporal fds on complex objects,temporal fds on complex objects,acm trans . database syst .,acm transactions on database systems ( tods ),1999,1999
0,"binto george , jayant r. haritsa","aidong zhang , marian nodine , bharat bhargava , omran bukhres",secure transaction processing in firm real-time database systems,ensuring relaxed atomicity for flexible transactions in multidatabase systems,sigmod conference,international conference on management of data,1997,1994
0,"s. seshadri , rajeev rastogi , abraham silberschatz , philip bohannon , dennis w. leinbaugh , s. sudarshan",sunita sarawagi,logical and physical versioning in main memory databases,query processing in tertiary memory databases,vldb,very large data bases,1997,1995
0,"qing li , chi-wai fung , kamalakar karlapalem",joseph fong,cost-driven vertical class partitioning for methods in object oriented databases,converting relational to object-oriented databases,vldb j.,acm sigmod record,2003,1997
0,"michael j. wynblatt , julio c. navas","arun jagatheesan , arcot rajasekar",the network is the database : data management for highly distributed systems,data grid management systems,sigmod conference,international conference on management of data,2001,2003
1,"guy m. lohman , daniel c. zilio , sam lightstone","sam s. lightstone , guy lohman , danny zilio",toward autonomic computing with db2 universal database,toward autonomic computing with db2 universal database,sigmod record,acm sigmod record,2002,2002
1,"leonidas fegaras , david maier","leonidas fegaras , david maier",optimizing object queries using an effective calculus,optimizing object queries using an effective calculus,acm trans . database syst .,acm transactions on database systems ( tods ),2000,2000
0,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin","jonathan e. cook , alexander l. wolf , benjamin g. zorn",garbage collection in object oriented databases using transactional cyclic reference counting,partition selection policies in object database garbage collection,vldb,international conference on management of data,1997,1994
0,"reinhard pichler , georg gottlob , christoph koch","nikos mamoulis , dimitris papadias",efficient algorithms for processing xpath queries,integration of spatial join algorithms for processing multiple inputs,vldb,international conference on management of data,2002,1999
1,"anthony tomasic , eric simon","anthony tomasic , eric simon",improving access to environmental data using context information,improving access to environmental data using context information,sigmod record,acm sigmod record,1997,1997
0,anindya datta,"s. conrad , b. eaglestone , w. hasselbring , m. roantree , m. sch &#246; hoff , m. str &#228; ssler , m. vermeer , f. saltor",research issues in databases for arcs : active rapidly changing data systems,research issues in federated database systems : report of efdbs '97 workshop,sigmod record,acm sigmod record,1994,1997
1,"weipeng p. yan , per-åke larson","weipeng p. yan , per - &#197; ke larson",eager aggregation and lazy aggregation,eager aggregation and lazy aggregation,vldb,very large data bases,1995,1995
0,"christian böhm , bernhard braunmüller , hans-peter kriegel , daniel a. keim , stefan berchtold","thomas seidl , hans-peter kriegel",fast parallel similarity search in multimedia databases,efficient user-adaptable similarity search in large multimedia databases,sigmod conference,very large data bases,1997,1997
1,"hanan samet , edwin h. jacox","edwin h. jacox , hanan samet",iterative spatial join,iterative spatial join,acm trans . database syst .,acm transactions on database systems ( tods ),2003,2003
0,"stefano de francisci , rossella molinaro , orietta gargano , mario paolucci , leonardo tininini , giuseppe sindoni , paola patteri , amedea ambrosetti , pina ticca , cristina bedeschi","michael r. genesereth , arthur m. keller , oliver m. duschka",sit-in : a real-life spatio-temporal information system,infomaster : an information integration system,vldb,international conference on management of data,2001,1997
0,"jeffrey f. naughton , yihong zhao , prasad deshpande","sameet agarwal , rakesh agrawal , prasad deshpande , ashish gupta , jeffrey f. naughton , raghu ramakrishnan , sunita sarawagi",an array-based algorithm for simultaneous multidimensional aggregates,on the computation of multidimensional aggregates,sigmod conference,very large data bases,1997,1996
1,sandeepan banerjee,sandeepan banerjee,a database platform for bioinformatics,a database platform for bioinformatics,vldb,very large data bases,2000,2000
0,"kathleen hornsby , heidi gregersen , lex wedemeijer , tomi männistö , john f. roddick , florida estrella , federica mandreoli , marlon dumas , lina al-jadir , enric mayol , leopoldo e. bertossi , jens lufter",m. tamer &#214; zsu,evolution and change in data management - issues and directions,data management issues in electronic commerce,sigmod record,international conference on management of data,2000,1999
0,"ernest teniente , elena baralis , stefano paraboschi","p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann",materialized views selection in a multidimensional database,the multidimensional database system rasdaman,vldb,international conference on management of data,1997,1998
0,"m. toiati , michele missikoff",corporate fox development team microsoft,mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application,"object-oriented , rapid application development in a pc database environment",sigmod conference,international conference on management of data,1994,1995
0,"ouri wolfson , kailash narayanan , son dao , ramya raj , a. prasad sistla","latha s. colby , akira kawaguchi , daniel f. lieuwen , inderpal singh mumick , kenneth a. ross",view maintenance in mobile computing,supporting multiple view maintenance policies,sigmod record,international conference on management of data,1995,1997
0,"jack a. orenstein , d. n. kamber","reinhard braumandl , jens clau &#223; en , alfons kemper",accessing a relational database through an object-oriented database interface,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,vldb,very large data bases,1995,1998
0,kjetil nørvåg,elisa bertino,the persistent cache : improving oid indexing in temporal object-oriented database systems,index configuration in object-oriented databases,vldb,the vldb journal -- the international journal on very large data bases,1999,1994
0,"chee yong chan , minos n. garofalakis , rajeev rastogi","quanzhong li , bongki moon",re-tree : an efficient index structure for regular expressions,indexing and querying xml data for regular path expressions,vldb j.,very large data bases,2003,2001
1,"felipe cariño , pekka kostamaa , art kaufmann , john burgess","felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess","storhouse metanoia - new applications for database , storage & data warehousing","storhouse metanoia - new applications for database , storage & ; data warehousing",sigmod conference,international conference on management of data,2001,2001
0,christian hidber,"rakesh agrawal , ramakrishnan srikant",online association rule mining,fast algorithms for mining association rules in large databases,sigmod conference,very large data bases,1999,1994
0,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh","mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",lore : a database management system for semistructured data,strudel : a web site management system,sigmod record,international conference on management of data,1997,1997
0,"eui-hong han , vipin kumar , george karypis","ramakrishnan srikant , rakesh agrawal",scalable parallel data mining for association rules,mining generalized association rules,sigmod conference,very large data bases,1997,1995
0,"v. s. subrahmanian , elisa bertino , pierangela samarati , sushil jajodia","sushil jajodia , pierangela samarati , maria luisa sapino , v. s. subrahmanian",a unified framework for enforcing multiple access control policies,flexible support for multiple access control policies,sigmod conference,acm transactions on database systems ( tods ),1997,2001
0,"brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon","jason mchugh , jennifer widom",a fast index for semistructured data,integrating dynamically-fetched external information into a dbms for semistructured data,vldb,acm sigmod record,2001,1997
0,"jussi myllymaki , shilpa lawande , donko donjerkovic , raghu ramakrishnan , guangshun chen , kevin s. beyer , miron livny , r. kent wenger","m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger",devise : integrated querying and visual exploration of large datasets ( demo abstract ),devise : integrated querying and visual exploration of large datasets,sigmod conference,international conference on management of data,1997,1997
0,"raymond t. ng , jiawei han","clement yu , weiyi meng , wensheng wu , king-lup liu",efficient and effective clustering methods for spatial data mining,efficient and effective metasearch for text databases incorporating linkages among documents,vldb,international conference on management of data,1994,2001
0,"a. r. hurson , simin h. pakzad , m. w. bright","sanjay agrawal , surajit chaudhuri , vivek r. narasayya",automated resolution of semantic heterogeneity in multidatabases,automated selection of materialized views and indexes in sql databases,acm trans . database syst .,very large data bases,1994,2000
0,mark sullivan,"chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",tribeca : a stream database manager for network traffic analysis,gigascope : a stream database for network applications,vldb,international conference on management of data,1996,2003
0,karl aberer,"fabio casati , ming-chien shan , dimitrios georgakopoulos",guest editor 's introduction,guest editorial,sigmod record,the vldb journal -- the international journal on very large data bases,2003,2001
1,ramesh c. agarwal,ramesh c. agarwal,a super scalar sort algorithm for risc processors,a super scalar sort algorithm for risc processors,sigmod conference,international conference on management of data,1996,1996
0,"jaideep srivastava , jianzhong li , doron rotem","ambuj shatdal , jeffrey f. naughton",aggregation algorithms for very large compressed data warehouses,adaptive parallel aggregation algorithms,vldb,international conference on management of data,1999,1995
0,jeff sidell,jos &#233; a. blakeley,the mariposa distributed database management system,open object database management systems,sigmod record,international conference on management of data,1996,1994
0,richard t. snodgrass,kenneth a. ross,reminiscences on influential papers,reminiscences on influential papers,sigmod record,acm sigmod record,1998,2000
0,"mike p. papazoglou , bernd j. krämer",sandeepan banerjee,a database model for object dynamics,a database platform for bioinformatics,vldb j.,very large data bases,1997,2000
0,"shariq rizvi , jayant r. haritsa","chan man kuok , ada fu , man hon wong",maintaining data privacy in association rule mining,mining fuzzy association rules in databases,vldb,acm sigmod record,2002,1998
0,"elaheh pourabbas , maurizio rafanelli","marianne winslett , kenneth smith , xiaolei qian",a pictorial query language for querying geographic databases using positional and olap operators,formal query languages for secure relational databases,sigmod record,acm transactions on database systems ( tods ),2002,1994
0,"alan jay smith , vigyan singhal","binto george , jayant r. haritsa",analysis of locking behavior in three real database systems,secure buffering in firm real-time database systems,vldb j.,very large data bases,1997,1998
0,"s. sudarshan , p. p. s. narayan , rama kanneganti , h. v. jagadish , s. seshadri","nick roussopoulos , yannis kotidis , mema roussopoulos",incremental organization for data recording and warehousing,cubetree : organization of and bulk incremental updates on the data cube,vldb,international conference on management of data,1997,1997
0,"terrance swift , konstantinos f. sagonas , david scott warren","kotagiri ramamohanarao , james harland",xsb as a deductive database,an introduction to deductive database languages and systems,sigmod conference,the vldb journal -- the international journal on very large data bases,1994,1994
0,"berthold reinwald , jayavel shanmugasundaram , michael j. carey , eugene j. shekita , hamid pirahesh , bruce g. lindsay , rimon barr","mary fern &#225; ndez , yana kadiyska , dan suciu , atsuyuki morishima , wang-chiew tan",efficiently publishing relational data as xml documents,silkroute : a framework for publishing relational data in xml,vldb,acm transactions on database systems ( tods ),2000,2002
0,ron sacks-davis,"julio c. navas , michael wynblatt",the structured information manager : a database system for sgml documents,the network is the database : data management for highly distributed systems,vldb,international conference on management of data,1996,2001
0,"phil janus , albert d'andrea","aoying zhou , hongjun lu , shihui zheng , yuqi liang , long zhang , wenyun ji , zengping tian",unisql 's next-generation object-relational database management system,vxmlr : a visual xml-relational database system,sigmod record,very large data bases,1996,2001
0,"david t. liu , devesh parekh , michael j. franklin","serge abiteboul , sophie cluet , tova milo",griddb : a database interface to the grid,a database interface for file update,sigmod conference,international conference on management of data,2003,1995
0,"viswanath poosala , sridhar ramaswamy , swarup acharya","claudio bettini , x. sean wang , elisa bertino , sushil jajodia",selectivity estimation in spatial databases,semantic assumptions and query evaluation in temporal databases,sigmod conference,international conference on management of data,1999,1995
0,"laurent amsaleg , olivier gruber , michael j. franklin","markos zaharioudakis , michael j. carey",efficient incremental garbage collection for client-server object database systems,highly concurrent cache consistency for indices in client-server database systems,vldb,international conference on management of data,1995,1997
0,"theodore johnson , tamraparni dasu",ronald fagin,data quality and data cleaning : an overview,combining fuzzy information : an overview,sigmod conference,acm sigmod record,2003,2002
1,john r. smith,john r. smith,mpeg-7 standard for multimedia databases,standard for multimedia databases,sigmod conference,international conference on management of data,2001,2001
0,thomas maguire,asuman dogac,catalog management in websphere commerce suite,data management issues in electronic commerce,sigmod conference,acm sigmod record,2001,2002
0,"terrance swift , konstantinos f. sagonas , david scott warren","divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naughton",xsb as a deductive database,space optimization in deductive databases,sigmod conference,acm transactions on database systems ( tods ),1994,1995
0,edward sciore,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",versioning and configuration management in an object-oriented data model,optimizing queries with universal quantification in object-oriented and object-relational databases,vldb j.,very large data bases,1994,1997
0,"xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel","yingwei cui , jennifer widom , janet l. wiener",incremental clustering for mining in a data warehousing environment,tracing the lineage of view data in a warehousing environment,vldb,acm transactions on database systems ( tods ),1998,2000
0,harald kosch,john r. smith,mpeg-7 and multimedia database systems,standard for multimedia databases,sigmod record,international conference on management of data,2002,2001
0,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni","werner dreyer , angelika kotz dittrich , duri schmidt",the araneus web-base management system,using the calanda time series management system,sigmod conference,international conference on management of data,1998,1995
0,"david j. dewitt , manish mehta",michael j. carey,managing intra-operator parallelism in parallel database systems,parallel database systems in the 1990 's,vldb,international conference on management of data,1995,1994
0,"shamkant b. navathe , kiran j. achyutuni , edward omiecinski","manish mehta , david j. dewitt",two techniques for on-line index modification in shared nothing parallel databases,data placement in shared-nothing parallel database systems,sigmod conference,the vldb journal -- the international journal on very large data bases,1996,1997
0,"manfred a. jeusfeld , ling feng , jeroen hoppenbrouwers","e. ferrari , n.r. adam , v. atluri , e. bertino , u. capuozzo",towards knowledge-based digital libraries,an authorization system for digital libraries,sigmod record,the vldb journal -- the international journal on very large data bases,2001,2002
0,"manfred a. jeusfeld , mareike schoop , christoph quix",m. tamer &#214; zsu,business data management for b2b electronic commerce,data management issues in electronic commerce,sigmod record,international conference on management of data,2002,1999
0,"henry f. korth , jerry baulier , abraham silberschatz , stephen blott","sang h. son , rasikan david , bhavani thuraisingham",a database system for real-time event aggregation in telecommunication,improving timeliness in real-time secure database systems,vldb,acm sigmod record,1998,1996
0,"jeffrey xu yu , weifa liang , maria e. orlowska","eamonn keogh , kaushik chakrabarti , michael pazzani , sharad mehrotra",optimizing multiple dimensional queries simultaneously in multidimensional databases,locally adaptive dimensionality reduction for indexing large time series databases,vldb j.,international conference on management of data,2000,2001
0,"daniela florescu , dan suciu , alon y. levy","babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",is web-site management a database problem ?,the ores temporal database management system,vldb,international conference on management of data,1998,1994
0,weidong chen,"gray clossman , phil shaw , mark hapner , johannes klein , richard pledereder , brian becker",declarative updates of relational databases,java and relational databases ( tutorial ) : sqlj,acm trans . database syst .,international conference on management of data,1995,1998
1,"william j. mciver jr. , roger king","william j. mciver , jr. , roger king","self-adaptive , on-line reclustering of complex object data","self-adaptive , on-line reclustering of complex object data",sigmod conference,international conference on management of data,1994,1994
0,"donko donjerkovic , raghu ramakrishnan","surajit chaudhuri , kyuseok shim",probabilistic optimization of top n queries,optimization of queries with user-defined predicates,vldb,acm transactions on database systems ( tods ),1999,1999
0,"tam nguyen , v. srinivasan","athman bouguettaya , boualem benatallah , lily hendra , james beard , kevin smith , mourad quzzani",accessing relational databases from the world wide web,"world wide database-integrating the web , corba and databases",sigmod conference,international conference on management of data,1996,1999
0,"tova milo , serge abiteboul , sophie cluet","naphtali rishe , jun yuan , rukshan athauda , shu-ching chen , xiaoling lu , xiaobin ma , alexander vaschillo , artyom shaposhnikov , dmitry vasilevsky",a database interface for file updates,semantic access : semantic interface for querying databases,sigmod conference,very large data bases,1995,2000
0,"viswanath poosala , sridhar ramaswamy , swarup acharya",ralf hartmut g &#252; ting,selectivity estimation in spatial databases,an introduction to spatial database systems,sigmod conference,the vldb journal -- the international journal on very large data bases,1999,1994
0,"beng chin ooi , yanfeng shu , kian-lee tan","hans-peter kriegel , marco p &#246; tke , thomas seidl",relational data sharing in peer-based data management systems,managing intervals efficiently in object-relational databases,sigmod record,very large data bases,2003,2000
0,susan malaika,daniel s. whelan,database management systems and the internet,filenet integrated document management database usage and issues,vldb,international conference on management of data,1996,1998
0,"donald kossmann , frank ramsak , steffen rost","dimitris papadias , yufei tao , greg fu , bernhard seeger",shooting stars in the sky : an online algorithm for skyline queries,an optimal and progressive algorithm for skyline queries,vldb,international conference on management of data,2002,2003
1,"gísli r. hjaltason , hanan samet","gisli r. hjaltason , hanan samet",index-driven similarity search in metric spaces,index-driven similarity search in metric spaces,acm trans . database syst .,acm transactions on database systems ( tods ),2003,2003
0,"sharma chakravarthy , y. alp aslandogan , ramez elmasri , leonidas fegaras , jung-hwan oh","m. winslett , k. chang , a. doan , j. han , c. zhai , y. zhou",database research at ut arlington,database research at the university of illinois at urbana-champaign,sigmod record,acm sigmod record,2003,2002
0,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian","roy goldman , jennifer widom",query caching and optimization in distributed mediator systems,dataguides : enabling query formulation and optimization in semistructured databases,sigmod conference,very large data bases,1996,1997
0,"christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner","ramesh gupta , jayant haritsa , krithi ramamritham",smooth - a distributed multimedia database system,revisiting commit processing in distributed database systems,vldb,international conference on management of data,2001,1997
1,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton","divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naughton",space optimization in deductive databases,space optimization in deductive databases,acm trans . database syst .,acm transactions on database systems ( tods ),1995,1995
0,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan","martin staudt , matthias jarke",materialized view selection and maintenance using multi-query optimization,incremental maintenance of externally materialized views,sigmod conference,very large data bases,2001,1996
0,"kyuseok shim , surajit chaudhuri","mariano p. consens , tova milo",optimization of queries with user-defined predicates,optimizing queries on files,acm trans . database syst .,international conference on management of data,1999,1994
0,"alberto o. mendelzon , paolo atzeni",joachim hammer,webdb ' 98 : international workshop on the web and databases,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),sigmod record,acm sigmod record,1998,2002
0,"leonid libkin , timothy griffin","jun yang , jennifer widom",incremental maintenance of views with duplicates,incremental computation and maintenance of temporal aggregates,sigmod conference,the vldb journal -- the international journal on very large data bases,1995,2003
0,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado","marc gyssens , laks v. s. lakshmanan",the multidimensional database system rasdaman,a foundation for multi-dimensional databases,sigmod conference,very large data bases,1998,1997
0,"reagan moore , arun jagatheesan , paul watson , norman w. paton",jeff sidell,grid data management systems & services,the mariposa distributed database management system,vldb,acm sigmod record,2003,1996
0,"laks v. s. lakshmanan , marc gyssens","rakesh agrawal , peter j. haas , jerry kiernan",a foundation for multi-dimensional databases,a system for watermarking relational databases,vldb,international conference on management of data,1997,2003
1,"anja theobald , gerhard weikum","anja theobald , gerhard weikum",the xxl search engine : ranked retrieval of xml data using indexes and ontologies,the xxl search engine : ranked retrieval of xml data using indexes and ontologies,sigmod conference,international conference on management of data,2002,2002
0,"arturo jaime , oscar díaz","elena baralis , jennifer widom",exact : an extensible approach to active object-oriented databases,an algebraic approach to static analysis of active database rules,vldb j.,acm transactions on database systems ( tods ),1997,2000
1,"david m. malon , edward n. may","david m. malon , edward n. may",critical database technologies for high energy physics,critical database technologies for high energy physics,vldb,very large data bases,1997,1997
0,"nick roussopoulos , yannis kotidis","yannis kotidis , nick roussopoulos",a case for dynamic view management,dynamat : a dynamic view management system for data warehouses,acm trans . database syst .,international conference on management of data,2001,1999
1,"nicolas bruno , surajit chaudhuri","nicolas bruno , surajit chaudhuri",exploiting statistics on query expressions for optimization,exploiting statistics on query expressions for optimization,sigmod conference,international conference on management of data,2002,2002
0,edward e. cobb,greg hope,the impact of technology on commercial transaction processing,enterprise transaction processing on windows nt,vldb j.,international conference on management of data,1997,1995
0,george colliat,"laks v. s. lakshmanan , fereidoon sadri , iyer n. subramanian","olap , relational , and multidimensional database systems",schemasql - a language for interoperability in relational multi-database systems,sigmod record,very large data bases,1996,1996
0,"zhiyuan chen , flip korn , johannes gehrke","alon y. levy , inderpal singh mumick , yehoshua sagiv",query optimization in compressed database systems,query optimization by predicate move-around,sigmod conference,very large data bases,2001,1994
0,"roy goldman , jennifer widom","stratis d. viglas , jeffrey f. naughton",dataguides : enabling query formulation and optimization in semistructured databases,rate-based query optimization for streaming information sources,vldb,international conference on management of data,1997,2002
0,"luis gravano , surajit chaudhuri","laura m. haas , donald kossmann , edward l. wimmers , jun yang",optimizing queries over multimedia repositories,optimizing queries across diverse data sources,sigmod conference,very large data bases,1996,1997
0,"arun jagatheesan , arcot rajasekar","james frew , jeff dozier",data grid management systems,data management for earth system science,sigmod conference,acm sigmod record,2003,1997
0,"jiawei han , ke wang , joyce m. w. lam , guozhu dong , jian pei",sunita sarawagi,mining multi-dimensional constrained gradients in data cubes,explaining differences in multidimensional aggregates,vldb,very large data bases,2001,1999
0,"amit shukla , jeffrey f. naughton , yihong zhao , prasad deshpande","weifa liang , maria e. orlowska , jeffrey x. yu",simultaneous optimization and evaluation of multiple dimensional queries,optimizing multiple dimensional queries simultaneously in multidimensional databases,sigmod conference,the vldb journal -- the international journal on very large data bases,1998,2000
0,"jihwang yeo , sudarshan s. chawathe , thomas baby","peter buneman , wenfei fan , j &#233; r &#244; me sim &#233; on , scott weinstein",vqbd : exploring semistructured data,constraints for semistructured data and xml,sigmod conference,acm sigmod record,2001,2001
0,"hans-peter kriegel , stefan berchtold , daniel a. keim","ratko orlandic , jack lukaszuk , craig swietlik",the x-tree : an index structure for high-dimensional data,the design of a retrieval technique for high-dimensional data on tertiary storage,vldb,acm sigmod record,1996,2002
0,"jiawei han , zhaohui xie","chi-wai fung , kamalakar karlapalem , qing li",join index hierarchies for supporting efficient navigations in object-oriented databases,cost-driven vertical class partitioning for methods in object oriented databases,vldb,the vldb journal -- the international journal on very large data bases,1994,2003
0,praveen seshadri,"byung suk lee , gio wiederhold",enhanced abstract data types in object-relational databases,efficiently instantiating view-objects from remote relational databases,vldb j.,the vldb journal -- the international journal on very large data bases,1998,1994
0,"hans-peter kriegel , bernhard braunmüller , thomas seidl , mihael ankerst","brian babcock , surajit chaudhuri , gautam das",improving adaptable similarity query processing by using approximations,dynamic sample selection for approximate query processing,vldb,international conference on management of data,1998,2003
0,alon y. halevy,"rachel pottinger , alon halevy",answering queries using views : a survey,minicon : a scalable algorithm for answering queries using views,vldb j.,the vldb journal -- the international journal on very large data bases,2001,2001
1,"eric freeman , david gelernter","eric freeman , david gelernter",lifestreams : a storage model for personal data,lifestreams : a storage model for personal data,sigmod record,acm sigmod record,1996,1996
1,m. tamer özsu,m. tamer &#214; zsu,new partnership with acm and update on the journal,new partnership with acm and update on the journal,vldb j.,the vldb journal -- the international journal on very large data bases,2003,2003
0,"kyuseok shim , sridhar ramaswamy , rajeev rastogi",prakash ramanan,efficient algorithms for mining outliers from large data sets,efficient algorithms for minimizing tree pattern queries,sigmod conference,international conference on management of data,2000,2002
0,"james frew , jeff dozier","d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",data management for earth system science,aurora : a data stream management system,sigmod record,international conference on management of data,1997,2003
0,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar","laks v. s. lakshmanan , nicola leone , robert ross , v. s. subrahmanian",metu interoperable database system,probview : a flexible probabilistic database system,sigmod record,acm transactions on database systems ( tods ),1995,1997
0,"curtis e. dyreson , michael h. böhlen , christian s. jensen",dan suciu,capturing and querying multiple aspects of semistructured data,distributed query evaluation on semistructured data,vldb,acm transactions on database systems ( tods ),1999,2002
1,robert h. gerber,bob gerber,informix online xps,informix online xps,sigmod conference,international conference on management of data,1995,1995
0,eva kühn,"ling tony chen , doron rotem , sidhar seshadri",the zero-delay data warehouse : mobilizing heterogeneous databases,declustering databases on heterogeneous disk systems,vldb,very large data bases,2003,1995
0,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini","naphtali rishe , jun yuan , rukshan athauda , shu-ching chen , xiaoling lu , xiaobin ma , alexander vaschillo , artyom shaposhnikov , dmitry vasilevsky",semantic assumptions and query evaluation in temporal databases,semantic access : semantic interface for querying databases,sigmod conference,very large data bases,1995,2000
0,"a. prasad sistla , ouri wolfson , yixiu huang","ricardo jim &#233; nez-peris , m. pati &#241; o-mart &#237; nez , gustavo alonso , bettina kemme",data replication for mobile computers,are quorums an alternative for data replication ?,sigmod conference,acm transactions on database systems ( tods ),1994,2003
1,"reza sadri , amir m. zarkesh , jafar adibi , carlo zaniolo","reza sadri , carlo zaniolo , amir m. zarkesh , jafar adibi",a sequential pattern query language for supporting instant data mining for e-services,a sequential pattern query language for supporting instant data mining for e-services,vldb,very large data bases,2001,2001
0,"weipeng p. yan , per-åke larson",christoph bussler,eager aggregation and lazy aggregation,software as a service : asp and asp aggregation,vldb,international conference on management of data,1995,2002
1,michael l. brodie,michael l. brodie,"panel : future directions of database research - the vldb broadening strategy , part 2","panel : future directions of database research - the vldb broadening strategy , part 2",vldb,very large data bases,2000,2000
0,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos","sarabjot s. anand , david a. bell , john g. hughes",the ores temporal database management system,an empirical performance study of the ingres search accelerator for a large property management database system,sigmod conference,very large data bases,1994,1994
1,"silke mittrach , gunter schlageter , thomas berkel , andreas scherer , eberhard heuel , wolfgang wilkes","gunter schlageter , thomas berkel , eberhard heuel , silke mittrach , andreas scherer , wolfgang wilkes",the database group at university of hagen ( fernuniversitaet ),the database group at university of hagen,sigmod record,acm sigmod record,1995,1995
0,"mitch cherniack , stanley b. zdonik , michael j. franklin","james frew , jeff dozier",data management for pervasive computing,data management for earth system science,vldb,acm sigmod record,2001,1997
0,"till westmann , sven helmer , guido moerkotte , donald kossmann","praveen seshadri , miron livny , raghu ramakrishnan",the implementation and performance of compressed databases,the design and implementation of a sequence database system,sigmod record,very large data bases,2000,1996
0,"gottfried vossen , jens lechtenbörger","lars baekgaard , leo mark",on the computation of relational view complements,incremental computation of nested relational query expressions,acm trans . database syst .,acm transactions on database systems ( tods ),2003,1995
0,richard t. snodgrass,"amr el abbadi , gunter schlageter , kyu-young whang",editorial,guest editorial,acm trans . database syst .,the vldb journal -- the international journal on very large data bases,2001,2001
0,susan malaika,narendra mohan,database management systems and the internet,dwms : data warehouse management system,vldb,very large data bases,1996,1996
0,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas","damianos chatziantoniou , kenneth a. ross",supporting top-k join queries in relational databases,querying multiple features of groups in relational databases,vldb,very large data bases,2003,1996
0,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos","peter revesz , rui chen , pradip kanjamala , yiming li , yuguo liu , yonghui wang",the ores temporal database management system,the mlpq/gis constraint database system,sigmod conference,international conference on management of data,1994,2000
